N°,,Code Projet,,Client,Marque,Modèle,Kg,Type de l'essai,Réception échantillons,,,,En cours,,Achevés,,Confirmation,,Offre de prix,Facturation,,Délai de réalisation / essai  (jours),Délai de traitement de dossier  (jours),,Rapport d'essai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Date,Récep,Stock,Etat,,,,,,,Montant HT,Montant HT,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,31,A373,A3732521,El Athir Service,SAMSUNG,WW70T4020CX1,7,Classification,5/13/25,,,Rendu,,,1,1,,,"5,600.000","5,000.000",5/29/25,,,,,,,,,,,0,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32,A373,A3732521,,SAMSUNG,WW80T40CX1,8,Constat,5/13/25,,,Rendu,,,,1,,,,600.000,5/29/25,,,,,,,,,,,0,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,33,A373,A3732522,COFEM,Orient,OW-F7N03S,7,Constat,5/20/25,,,Rendu,,,1,1,,,600.000,600.000,5/23/25,3,6,Dans les délais,5/26/25,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,34,A371,A3712513,KWEL TRADE,Beko,BM1WFU36200BW,6,Classification,5/27/25,,,Rendu,,,1,1,,,"5,000.000","5,000.000",7/9/25,27,70,Dans les délais,8/5/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,35,A373,A3732523,CONDOR ELECTRONICS INTERNATIONAL,Hisense,WTJA1112T,11 TOP,Capacité,6/2/25,,,Rendu,,,1,1,,,700.000,700.000,6/4/25,5,7,Dans les délais,6/9/25,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,36,A373,A3732524,El Athir Service,SAMSUNG,WA80F1355,13 TOP,Capacité,6/23/25,,,Rendu,,,1,1,,,1400.000,1400.000,6/30/25,3,10,Dans les délais,7/3/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37,A373,A3732524,,SAMSUNG,WA80F1958,19 TOP,Capacité,6/23/25,,,Rendu,,,,1,,,,,6/30/25,3,10,Dans les délais,7/3/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,38,A373,A3732525,PERFECT HOME APPLIANCES,TORNADO,TH-HS12C-W bleu,12TWIN,Capacité,6/25/25,,,Rendu,,,1,1,,,"1,400.000",1400.000,7/1/25,7,13,Dans les délais,7/8/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39,A373,A3732525,,TORNADO,TH-HS12C-W noire,12TWIN,Capacité,6/25/25,,,Rendu,,,,1,,,,,7/1/25,7,13,Dans les délais,7/8/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,40,A373,A3732526,SELECT HARD WARE,HUYNDAI,HYN-WM814001.B01,8,Classification,6/30/25,,,Rendu,,,1,1,,,"6,200.000","5,000.000",7/16/25,35,51,Hors délais,8/20/25,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41,A373,A3732526,,HUYNDAI,HYN-WM814001.DG01,8,Constat,6/30/25,,,Rendu,,,,1,,,,1200.000,7/16/25,35,51,Hors délais,8/20/25,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42,A373,A3732526,,HUYNDAI,HYN-WM814001.S01,8,Constat,6/30/25,,,Rendu,,,,1,,,,,7/16/25,35,51,Hors délais,8/20/25,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,43,A373,A3732527,CONDOR ELECTRONICS INTERNATIONAL,Hisense,WFS1243BT,12,Classification,7/15/25,,,Rendu,,,1,1,,,"12,000.000","12,000.000",7/28/25,36,49,Hors délais,9/2/25,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44,A373,A3732527,,Hisense,WFS1043BT,10.5,Classification,7/15/25,,,Rendu,,,,1,,,,,7/28/25,35,48,Hors délais,9/1/25,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45,A373,A3732527,,Hisense,WDSE1214VJMWB,12,Classification,7/15/25,,,Rendu,,,,1,,,,,7/28/25,35,48,Hors délais,9/1/25,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,46,A373,A3732528,SODIG,,710T1S,7,Classification,,,,non reçu,1,1,,,,,"17,000.000","17,000.000",8/19/25,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,47,A373,A3732528,,,812T2S,8,Classification,,,,non reçu,,1,,,,,,,8/19/25,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,48,A373,A3732528,,,912T2S,9,Classification,,,,non reçu,,1,,,,,,,8/19/25,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,49,A373,A3732528,,,1014T2S,10,Classification,,,,non reçu,,1,,,,,,,8/19/25,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,50,A373,A3732529,ELECTRO DIESEL TUNISIE,SCNEIDER,,,Classification,,1,,en cours,1,1,,,,,"5,000.000","5,000.000",8/5/25,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,51,A371,A3712514,SODIG,CL,,,Classification,7/29/25,1,,reçu,,,,,1,1,"5,000.000",,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,52,A373,A3732530,KWEL TRADE,Beko,BM3WFT49400BS,9,Classification,7/30/25,1,,en cours,1,1,,,,,"6,800.000","5,000.000",8/22/25,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,53,A373,A3732530,KWEL TRADE,Beko,BM3WFU47200BW,7,Constat,7/30/25,,,Rendu,,,,1,,,,"1,800.000",8/22/25,3,26,Dans les délais,8/25/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,54,A373,A3732530,KWEL TRADE,Beko,BM3WFU47200BS,7,Constat,7/30/25,,,Rendu,,,,1,,,,,8/22/25,3,26,Dans les délais,8/25/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,55,A373,A3732530,KWEL TRADE,Beko,BM3WFT48400BS,8,Constat,7/30/25,,,Rendu,,,,1,,,,,8/22/25,4,27,Dans les délais,8/26/25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,56,A373,A3732531,3 STAR TRADING,SAMSUNG,,9,Constat,8/7/25,1,,reçu,1,1,,,,,600.000,600.000,8/29/25,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
